t,a,H,psi0,psi1,psi2,psi3,psi4,psi5,psi6,psi7,psi8,psi9,psi10,psi11,psi12,psi13,psi14,psi15,S,rho,pressure,w,dust_like_fraction,negative_pressure_fraction,acceleration,Hdot,torsion_trace_time,torsion_scalar,levi_civita_ricci_scalar,boundary_term,boundary_identity_residual,dirac_equivalence_residual,S_relative_error,density_relative_error,friedmann_relative_error
1.00000000000000006e-01,1.10088808387504478e+00,9.25151548133445689e-01,7.14003081279871887e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.08048277392828983e-02,2.16096554785657965e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.57001540639935944e-01,5.10267377287053625e-01,8.55905387008275564e-01,-6.64313614515138262e-01,-7.76153094253997478e-01,2.98086321825031322e-02,9.70191367817496819e-01,1.85334183287730769e-01,-6.70571203725980558e-01,6.47606083693411971e+00,3.59480262545758720e+01,3.85427048206041007e+01,7.44907310751799798e+01,0.00000000000000000e+00,0.00000000000000000e+00,9.92225996646214649e-11,2.22105469765498747e-11,6.35089232218452190e-12
1.10000000000000001e-01,1.11108321572478630e+00,9.18511462296796810e-01,6.91248888672598372e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.17891756304896872e-02,2.35783512609793744e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.45624444336299186e-01,4.78380964739288428e-01,8.43663306365292520e-01,-6.55795406502662548e-01,-7.77318868267471874e-01,2.83514146656603100e-02,9.71648585334339621e-01,1.86125656851395038e-01,-6.57537649519204903e-01,6.42958023607757756e+00,3.54338588675651991e+01,3.80396180634847312e+01,7.34734769310499303e+01,0.00000000000000000e+00,0.00000000000000000e+00,9.70612343595916201e-11,2.16136412303103520e-11,6.29092332116022347e-12
1.19999999999999996e-01,1.12129902587411645e+00,9.11999020261411553e-01,6.69359505795062759e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.27618899600376503e-02,2.55237799200753006e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.34679752897531380e-01,4.48693611339619103e-01,8.31742212952591098e-01,-6.47446025908488210e-01,-7.78421505877557651e-01,2.69731176530530643e-02,9.73026882346946898e-01,1.86705558303414398e-01,-6.45036654654360109e-01,6.38399314182988054e+00,3.49331729442265342e+01,3.75470507604743347e+01,7.24802237047008759e+01,0.00000000000000000e+00,0.00000000000000000e+00,9.50403535084639990e-11,2.10588621055485193e-11,6.23199012464380348e-12
1.30000000000000004e-01,1.13153576961584457e+00,9.05609065490780907e-01,6.48294117465294750e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.37241694087322768e-02,2.74483388174645536e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.24147058732647375e-01,4.21038674043943739e-01,8.20127779494022491e-01,-6.39260676633460312e-01,-7.79464728079143909e-01,2.56690899010702557e-02,9.74330910098929803e-01,1.87092919487117926e-01,-6.33034860011967626e-01,6.33926345843546635e+00,3.44453667389615887e+01,3.70646676117812390e+01,7.15100343507428278e+01,0.00000000000000000e+00,0.00000000000000000e+00,9.31526037990180139e-11,2.05433713271454200e-11,6.17350272493417760e-12
1.40000000000000013e-01,1.14179368202353348e+00,8.99336761883409719e-01,6.28014075597710608e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.46771455237807071e-02,2.93542910475614142e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.14007037798855304e-01,3.95263353551751961e-01,8.08806611269989650e-01,-6.31234754873921666e-01,-7.80452021630678394e-01,2.44349729616520281e-02,9.75565027038348020e-01,1.87305113888698860e-01,-6.21501497386237944e-01,6.29535733318386814e+00,3.39698776735473444e+01,3.65921492679891287e+01,7.05620269415364874e+01,-1.42108547152020037e-14,0.00000000000000000e+00,9.13822419064107181e-11,2.00626422396714367e-11,6.11660899997054578e-12
1.49999999999999994e-01,1.15207297935152386e+00,8.93177569032481133e-01,6.08482753472688764e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.56218864610208792e-02,3.12437729220417584e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.04241376736344382e-01,3.71227434620109042e-01,7.97766169817936799e-01,-6.23363838469545128e-01,-7.81386654452653540e-01,2.32666819341831206e-02,9.76733318065816869e-01,1.87358010103401695e-01,-6.10408159719370902e-01,6.25224298322736782e+00,3.35061791325564471e+01,3.61291912740040715e+01,6.96353704065605257e+01,0.00000000000000000e+00,0.00000000000000000e+00,8.97244827040730447e-11,1.96149574080660187e-11,6.06167397329395678e-12
1.60000000000000003e-01,1.16237386033018053e+00,8.87127219667803502e-01,5.89665411008367890e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.65594003429760661e-02,3.31188006859521322e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.94832705504183945e-01,3.48802151898543300e-01,7.86994703870798507e-01,-6.15643677020697111e-01,-7.82271690003352060e-01,2.21603874958100390e-02,9.77839612504189937e-01,1.87266109900172339e-01,-5.99728593975354940e-01,6.20989053767462451e+00,3.30537775627721473e+01,3.56755031013745594e+01,6.87292806641467138e+01,-1.42108547152020037e-14,0.00000000000000000e+00,8.81716307324534155e-11,1.91973947364667524e-11,6.00864644390574625e-12
1.70000000000000012e-01,1.17269650736501396e+00,8.81181699066178048e-01,5.71529070029623498e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.74906382563929617e-02,3.49812765127859235e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.85764535014811749e-01,3.27869167595390254e-01,7.76481186764530373e-01,-6.08070182707808771e-01,-7.83110000696265907e-01,2.11124991296677313e-02,9.78887500870332383e-01,1.87042672570630675e-01,-5.89438514198525665e-01,6.16827189346324634e+00,3.26122098443045658e+01,3.52308072602933962e+01,6.78430171045979620e+01,0.00000000000000000e+00,0.00000000000000000e+00,8.67093257477050815e-11,1.88064755641669805e-11,5.95760252219539508e-12
1.79999999999999993e-01,1.18304108764754279e+00,8.75337226239381039e-01,5.54042398633746824e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.84164969093646436e-02,3.68329938187292871e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.77021199316873412e-01,3.08319648917486144e-01,7.66215259635926405e-01,-6.00639421752041769e-01,-7.83904280420414268e-01,2.01196494744823283e-02,9.79880350525517696e-01,1.86699827046857059e-01,-5.79515432593596280e-01,6.12736058367566727e+00,3.21810409048990422e+01,3.47948384835550399e+01,6.69758793884540751e+01,0.00000000000000000e+00,0.00000000000000000e+00,8.53337285758360426e-11,1.84403183634650409e-11,5.90817570647194665e-12
1.90000000000000002e-01,1.19340775418505829e+00,8.69590236729292587e-01,5.37175603844818883e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-1.93378209648898854e-02,3.86756419297797707e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.68587801922409442e-01,2.90053434644726327e-01,7.56187179810476007e-01,-5.93347606462591770e-01,-7.84657056221586657e-01,1.91786797230166436e-02,9.80821320276983433e-01,1.86248673097312301e-01,-5.69938506717594828e-01,6.08713165710504800e+00,3.17598615522260985e+01,3.43673429755884712e+01,6.61272045278145697e+01,0.00000000000000000e+00,0.00000000000000000e+00,8.40352898728731674e-11,1.80965603782212319e-11,5.85982181950572280e-12
2.00000000000000011e-01,1.20379664675580100e+00,8.63937366857663980e-01,5.20900331830691177e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.02554050647321439e-02,4.05108101294642878e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.60450165915345588e-01,2.72978281438669645e-01,7.46387773848614211e-01,-5.86191087821344659e-01,-7.85370699199366307e-01,1.82866260007922068e-02,9.81713373999207772e-01,1.85699372757510472e-01,-5.60688401095443378e-01,6.04756156800364764e+00,3.13482865018240631e+01,3.39480777204292110e+01,6.52963642222532741e+01,0.00000000000000000e+00,0.00000000000000000e+00,8.28086883968586153e-11,1.77729328832608730e-11,5.81418923340375784e-12
2.09999999999999992e-01,1.21420789279547670e+00,8.58375439293914244e-01,5.05189575029289739e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.11699955546659421e-02,4.23399911093318843e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.52594787514644870e-01,2.57009181565412692e-01,7.36808394778768583e-01,-5.79166348560398392e-01,-7.86047434671664935e-01,1.74407066604189108e-02,9.82559293339581030e-01,1.85061233018724569e-01,-5.51747161764295724e-01,6.00862807505740015e+00,3.09459525808868499e+01,3.35368098431489940e+01,6.44827624240358404e+01,0.00000000000000000e+00,0.00000000000000000e+00,8.16529063445638235e-11,1.74698413298399955e-11,5.77044198360565966e-12
2.20000000000000001e-01,1.22464160822053936e+00,8.52901449818429858e-01,4.90017585595700966e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.20822919196146140e-02,4.41645838392292281e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.45008792797850483e-01,2.42067744658732431e-01,7.27440883098212199e-01,-5.72269996692220562e-01,-7.86689351655477487e-01,1.66383104306532872e-02,9.83361689569346775e-01,1.84342780681408969e-01,-5.43098102420970674e-01,5.97031014872900911e+00,3.05525170902999434e+01,3.31333160198396754e+01,6.36858331101396047e+01,1.42108547152020037e-14,0.00000000000000000e+00,8.05597981490026713e-11,1.71842914469029515e-11,5.72891112441476721e-12
2.30000000000000010e-01,1.23509789819317062e+00,8.47512555171333504e-01,4.75359794639347466e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.29929479347419884e-02,4.59858958694839767e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.37679897319673733e-01,2.28081636978481606e-01,7.18277531168955430e-01,-5.65498759456025124e-01,-7.87298411709619228e-01,1.58769853629760517e-02,9.84123014637024007e-01,1.83551830177786535e-01,-5.34725700995256070e-01,5.93258788619933419e+00,3.01676563092677910e+01,3.27373819317568007e+01,6.29050382410245987e+01,-7.10542735760100186e-15,0.00000000000000000e+00,7.95310548263740823e-11,1.69164763524308073e-11,5.69024487819270732e-12
2.39999999999999991e-01,1.24557685783248506e+00,8.42206061887804225e-01,4.61192736772290224e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.39025725362480915e-02,4.78051450724961829e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.30596368386145112e-01,2.14984072346917382e-01,7.09311050676553756e-01,-5.58849477647366366e-01,-7.87876457182396295e-01,1.51544285220046749e-02,9.84845571477995341e-01,1.82695545078408017e-01,-5.26615505602155864e-01,5.89544243321462957e+00,2.97910641285836846e+01,3.23488017596814004e+01,6.21398658882650921e+01,-7.10542735760100186e-15,0.00000000000000000e+00,7.85590044392802532e-11,1.66641989328983278e-11,5.65355010488153968e-12
2.50000000000000000e-01,1.25607857287608393e+00,8.36979416030909418e-01,4.47493979536121911e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.48117304134058414e-02,4.96234608268116828e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.23746989768060955e-01,2.02713349585505215e-01,7.00534542855505316e-01,-5.52319100300984078e-01,-7.88425218904454939e-01,1.44684763694313337e-02,9.85531523630568618e-01,1.81780493918617836e-01,-5.18754048940824330e-01,5.85885591221636570e+00,2.94224508000965663e+01,3.19673777149572231e+01,6.13898285150538001e+01,-7.10542735760100186e-15,0.00000000000000000e+00,7.76366937456644061e-11,1.64257360805252918e-11,5.61978118776768662e-12
2.60000000000000009e-01,1.26660312029574573e+00,8.31830193741714852e-01,4.34242057316719998e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.57209423212426264e-02,5.14418846424852527e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.17121028658359999e-01,1.91212431838228308e-01,6.91941471216511950e-01,-5.45904679699680484e-01,-7.88946323364486113e-01,1.38170957943924855e-02,9.86182904205607502e-01,1.80812700911468727e-01,-5.11128770308910130e-01,5.82281135619200363e+00,2.90615417912559124e+01,3.15929196040164726e+01,6.06544613952723992e+01,-1.42108547152020037e-14,0.00000000000000000e+00,7.67644340772359756e-11,1.62016420168657611e-11,5.58848826905974780e-12
2.70000000000000018e-01,1.27715056887072320e+00,8.26756092534302489e-01,4.21416409393888358e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.66306851112006956e-02,5.32613702224013913e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.10708204696944179e-01,1.80428563664405017e-01,6.83525636538788173e-01,-5.39603366684454300e-01,-7.89441299403015662e-01,1.31983757462304195e-02,9.86801624253769605e-01,1.79797692052419578e-01,-5.03727944490168555e-01,5.78729264774011742e+00,2.87080767347887047e+01,3.12252444235225752e+01,5.99333211583112728e+01,7.10542735760100186e-15,0.00000000000000000e+00,7.59382472544468191e-11,1.59892107479352792e-11,5.55935307068601268e-12
2.80000000000000027e-01,1.28772097972182076e+00,8.21754923270338500e-01,4.08997321807164693e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.75413914750876794e-02,5.50827829501753588e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.04498660903582347e-01,1.70312922222969565e-01,6.75281153915304411e-01,-5.33412406243324755e-01,-7.89911584457200444e-01,1.26105194284994587e-02,9.87389480571500444e-01,1.78740537067111072e-01,-4.96540616851928795e-01,5.75228446289236928e+00,2.83618084645996760e+01,3.08641759835392335e+01,5.92259844481389024e+01,7.10542735760100186e-15,0.00000000000000000e+00,7.51525825025361696e-11,1.57886899558752727e-11,5.53170537485829586e-12
2.89999999999999980e-01,1.29831440680917276e+00,8.16824602754120832e-01,3.96965872750266568e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.84534493956426215e-02,5.69068987912852431e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.98482936375133284e-01,1.60820299258422422e-01,6.67202431660753326e-01,-5.27329133358265811e-01,-7.90358530387359703e-01,1.20518370158004279e-02,9.87948162984199629e-01,1.77645887605720976e-01,-4.89556544058706300e-01,5.71777221927884582e+00,2.80225021299059449e+01,3.05095445563860395e+01,5.85320466862919986e+01,-1.42108547152020037e-14,0.00000000000000000e+00,7.44066192887360892e-11,1.55984768057141501e-11,5.50649976491337121e-12
2.99999999999999989e-01,1.30893089739640645e+00,8.11963146894646659e-01,3.85303881235211199e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-2.93672012950822632e-02,5.87344025901645264e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.92651940617605599e-01,1.51908810942541272e-01,6.59284151911442740e-01,-5.21350969091452621e-01,-7.90783408913918850e-01,1.15207388576015844e-02,9.88479261142398480e-01,1.76518012045092099e-01,-4.82766139869965416e-01,5.68374202826252706e+00,2.76899343804324154e+01,3.01611865490637072e+01,5.78511209294961262e+01,-7.10542735760100186e-15,0.00000000000000000e+00,7.36969195814020398e-11,1.54185444680257147e-11,5.48287887005449504e-12
3.09999999999999998e-01,1.31957049248364799e+00,8.07168664386294310e-01,3.73993858793437939e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.02829428710513597e-02,6.05658857421027194e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.86996929396718969e-01,1.43539632930931416e-01,6.51521252763596515e-01,-5.15475416893639959e-01,-7.91187416691500389e-01,1.10157291356245725e-02,9.88984270864375459e-01,1.75360827222306281e-01,-4.76160425544847943e-01,5.65018065070406017e+00,2.73638926162204790e+01,2.98189441973327618e+01,5.71828368135532443e+01,-7.10542735760100186e-15,0.00000000000000000e+00,7.30145213703008760e-11,1.52464519056588098e-11,5.46061953822744067e-12
3.20000000000000007e-01,1.33023322721164128e+00,8.02439350864224910e-01,3.63018964005615230e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.12009216074755624e-02,6.24018432149511248e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.81509482002807615e-01,1.35676758264333508e-01,6.43908911811896356e-01,-5.09700059118943782e-01,-7.91571680045082715e-01,1.05353999436467241e-02,9.89464600056353283e-01,1.74177927390064657e-01,-4.69730984425334008e-01,5.61707545604957481e+00,2.70441742962467409e+01,2.94826652797076534e+01,5.65268395759543907e+01,7.10542735760100186e-15,0.00000000000000000e+00,7.23619955954445721e-11,1.50822029440969142e-11,5.43913819056699179e-12
3.30000000000000016e-01,1.34091913123906892e+00,7.97773483494684132e-01,3.52362959674560994e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.21213349459000819e-02,6.42426698918001637e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.76181479837280497e-01,1.28286775985443108e-01,6.36442530963793773e-01,-5.04022553731617307e-01,-7.91937259391438109e-01,1.00784257607024336e-02,9.89921574239297608e-01,1.72972610654625381e-01,-4.63469920312617634e-01,5.58441438446278937e+00,2.67305863006242106e+01,2.91522028497889671e+01,5.58827891504131742e+01,0.00000000000000000e+00,0.00000000000000000e+00,7.17385749587117327e-11,1.49263034291249218e-11,5.41956378635176158e-12
3.40000000000000024e-01,1.35162822909499236e+00,7.93169415964031455e-01,3.42010172477069885e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.30443281010026346e-02,6.60886562020052692e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.71005086238534942e-01,1.21338668556381937e-01,6.29117722417325109e-01,-4.98440631191604866e-01,-7.92285153367471628e-01,9.64355829066058066e-03,9.90356441709339452e-01,1.71747903130701873e-01,-4.57369819290020851e-01,5.55218591174821974e+00,2.64229443416703553e+01,2.88274149855001767e+01,5.52503593271705356e+01,-7.10542735760100186e-15,0.00000000000000000e+00,7.11377673246079638e-11,1.47766151241719499e-11,5.40060373630129449e-12
3.49999999999999978e-01,1.36236054050818423e+00,7.88625573833624416e-01,3.31945454950736019e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.39699915020889170e-02,6.79399830041778341e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.65972727475368009e-01,1.14803626353059088e-01,6.21930295701065505e-01,-4.92952091506730028e-01,-7.92616302685583252e-01,9.22962164302091985e-03,9.90770378356979009e-01,1.70506581024239212e-01,-4.51423714680174171e-01,5.52037901683537058e+00,2.61210724195853601e+01,2.85081645539247077e+01,5.46292369735100678e+01,0.00000000000000000e+00,0.00000000000000000e+00,7.05600360102276565e-11,1.46328442559035017e-11,5.38304300964032290e-12
3.59999999999999987e-01,1.37311608071499447e+00,7.84140450230641606e-01,3.22154149691292802e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.48983578405312259e-02,6.97967156810624517e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.61077074845646401e-01,1.08654877683182965e-01,6.14876245684614520e-01,-4.87554801440364338e-01,-7.92931593734787832e-01,8.83550783151531953e-03,9.91164492168484679e-01,1.69251190833037690e-01,-4.45625054854875635e-01,5.48898315161449091e+00,2.58248023188923597e+01,2.81943189905548870e+01,5.40191213094472431e+01,0.00000000000000000e+00,0.00000000000000000e+00,6.99982585298925272e-11,1.44944863175290314e-11,5.36499124209258840e-12
3.69999999999999996e-01,1.38389486074724477e+00,7.79712601847617814e-01,3.12622055654796227e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.58293987013043602e-02,7.16587974026087204e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.56311027827398114e-01,1.02867532927018640e-01,6.07951741476731256e-01,-4.82246691864304300e-01,-7.93231861945018935e-01,8.46017256872647755e-03,9.91539827431273557e-01,1.67984067836487450e-01,-4.39967673643494317e-01,5.45798821293332459e+00,2.55339731421592369e+01,2.78857500918700616e+01,5.34197232340292913e+01,7.10542735760100186e-15,0.00000000000000000e+00,6.94522567441183150e-11,1.43604503499125508e-11,5.34665952860329678e-12
3.80000000000000004e-01,1.39469688770156153e+00,7.75340645225863989e-01,3.03335396477367014e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.67630207550279919e-02,7.35260415100559839e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.51667698238683507e-01,9.74184415362199102e-02,6.01153116136056376e-01,-4.77025755247396377e-01,-7.93517894930836909e-01,8.10263133645402339e-03,9.91897368663546053e-01,1.66707353028949012e-01,-4.34445763110310024e-01,5.42738451658104815e+00,2.52484308778488789e+01,2.75823338202541706e+01,5.28307646981030459e+01,7.10542735760100186e-15,0.00000000000000000e+00,6.89169545472333467e-11,1.42301357501138259e-11,5.32752850009571381e-12
3.90000000000000013e-01,1.40552216499142157e+00,7.71023253300145872e-01,2.94280790743396581e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.76990614852655698e-02,7.53981229705311395e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.47140395371698290e-01,9.22860607480381068e-02,5.94476857126385871e-01,-4.71890043271187165e-01,-7.93790435429622243e-01,7.76195571297219351e-03,9.92238044287027665e-01,1.65423008636345403e-01,-4.29053848493195500e-01,5.39716277310102122e+00,2.49680279994407144e+01,2.72839501203495516e+01,5.22519781197902660e+01,0.00000000000000000e+00,0.00000000000000000e+00,6.83872258928826024e-11,1.41021555013141287e-11,5.30724073369438064e-12
4.00000000000000022e-01,1.41637069258310855e+00,7.66759152183957626e-01,2.85445224151292531e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,-3.86372844242872104e-02,7.72745688485744209e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.42722612075646266e-01,8.74503349815146935e-02,5.87919597454754528e-01,-4.66837664564543120e-01,-7.94050184048287866e-01,7.43726993964040697e-03,9.92562730060359666e-01,1.64132832342121560e-01,-4.23786765115739927e-01,5.36731406528770361e+00,2.46926230932301820e+01,2.69904827460198860e+01,5.16831058392500609e+01,7.10542735760100186e-15,0.00000000000000000e+00,6.78596626792828492e-11,1.39756160469941815e-11,5.28466672630794144e-12
