N,a,tau,rho,psi0,psi1,psi2,psi3,psi4,psi5,psi6,psi7,psi8,psi9,psi10,psi11,psi12,psi13,psi14,psi15,S,U,w,E,S_relative_error,rho_relative_error,potential_relative_error,friedmann_relative_error
-1.47916666666666674e+00,2.27827465520290290e-01,-8.27554518074317347e-01,3.60685144909215716e-01,9.19576458734244184e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.43903468601568230e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.45632690417784687e+01,3.60685144822195936e-01,-1.32430352068782575e+00,5.11721483943740374e+00,2.49191719791420572e-10,1.60449070969543455e-10,2.41262445985620789e-10,2.20997484402530200e-12
-1.47500000000000009e+00,2.28778727045222424e-01,-8.26737769004862288e-01,3.62148964837070542e-01,9.13847025093649279e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.41864785875230226e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.35128072425694938e+01,3.62148964750153124e-01,-1.32373276377286642e+00,5.08590292275300282e+00,2.45809233426816581e-10,1.60428068854244235e-10,2.40004600779612368e-10,2.24619816910928095e-12
-1.47083333333333344e+00,2.29733960428800954e-01,-8.25915992290274126e-01,3.63616125967326398e-01,9.08153288683941007e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.39840341921558708e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.24753944893257227e+01,3.63616125880633134e-01,-1.32315962374271945e+00,5.05479196335202108e+00,2.41437949967272665e-10,1.60396907363836389e-10,2.38419744088572170e-10,2.28255356986099691e-12
-1.46666666666666656e+00,2.30693182254962853e-01,-8.25089158525202038e-01,3.65086609916946248e-01,9.02495027093346636e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.37830068636149061e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.14508686843747824e+01,3.65086609830337305e-01,-1.32258409064702231e+00,5.02388075726226546e+00,2.38262807989539091e-10,1.60368946195773033e-10,2.37228481977104371e-10,2.31973710858211832e-12
-1.46249999999999991e+00,2.31656409176888817e-01,-8.24257238165482242e-01,3.66560397979284247e-01,8.96872019295384071e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.35833898566620243e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,8.04390697435722331e+01,3.66560397892466805e-01,-1.32200615449386660e+00,4.99316810834406510e+00,2.37534604318856000e-10,1.60356725127244307e-10,2.36843485066576816e-10,2.35762432455558498e-12
-1.45833333333333326e+00,2.32623657917292698e-01,-8.23420201527662599e-01,3.68037471121778648e-01,8.91284045638805189e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.33851764910294904e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.94398395710369130e+01,3.68037471034811492e-01,-1.32142580524962439e+00,4.96265282824118614e+00,2.36349674263112681e-10,1.60330651807321503e-10,2.36299731803362135e-10,2.39593981461443347e-12
-1.45416666666666661e+00,2.33594945268711635e-01,-8.22578018790460330e-01,3.69517809983690881e-01,8.85730887842613690e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.31883601510346710e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.84530220350959837e+01,3.69517809896516336e-01,-1.32084303283877302e+00,4.93233373633202721e+00,2.35642941773389870e-10,1.60310130361698524e-10,2.35914326793955810e-10,2.43497830515751436e-12
-1.44999999999999996e+00,2.34570288093797652e-01,-8.21730659993874402e-01,3.71001394873779033e-01,8.80212328984977432e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.29929342853845162e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.74784629434285677e+01,3.71001394786457772e-01,-1.32025782714372131e+00,4.90220965968105027e+00,2.34487606323359491e-10,1.60270115976824333e-10,2.35366396352979937e-10,2.47430972150612927e-12
-1.44583333333333330e+00,2.35549703325610454e-01,-8.20878095039969113e-01,3.72488205768039593e-01,8.74728153496369565e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.27988924068361581e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.65160100192599373e+01,3.72488205680521323e-01,-1.31967017800463360e+00,4.87227943299047439e+00,2.33729490337465320e-10,1.60239464591987814e-10,2.34955816248316102e-10,2.51438029394478125e-12
-1.44166666666666665e+00,2.36533207967911246e-01,-8.20020293692395597e-01,3.73978222307372377e-01,8.69278147149661429e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.26062280919763581e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.55655128773052240e+01,3.73978222219706835e-01,-1.31908007521925330e+00,4.84254189855218531e+00,2.32627282523190830e-10,1.60186754437947846e-10,2.34413493310987019e-10,2.55459771331114301e-12
-1.43750000000000000e+00,2.37520819095458136e-01,-8.19157225577116899e-01,3.75471423795332271e-01,8.63862097053045908e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.24149349808821180e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.46268230004984190e+01,3.75471423707485652e-01,-1.31848750854272501e+00,4.81299590619993367e+00,2.31786755904864739e-10,1.60142122766934877e-10,2.33963527771711651e-10,2.59572034407443107e-12
-1.43333333333333335e+00,2.38512553854302423e-01,-8.18288860182125544e-01,3.76967789195793435e-01,8.58479791640674428e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.22250067768870135e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.36997937166033523e+01,3.76967789107794327e-01,-1.31789246768741841e+00,4.78364031326173755e+00,2.30768151174645041e-10,1.60079860925440287e-10,2.33439329680603734e-10,2.63699147022534477e-12
-1.42916666666666670e+00,2.39508429462086392e-01,-8.17415166857996311e-01,3.78467297130694491e-01,8.53131020665140127e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.20364372462560720e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.27842801754258062e+01,3.78467297042537287e-01,-1.31729494232274824e+00,4.75447398451253722e+00,2.29804982259596590e-10,1.60016762742502688e-10,2.32932156749334717e-10,2.67903101531281588e-12
-1.42500000000000004e+00,2.40508463208342127e-01,-8.16536114817924319e-01,3.79969925877724934e-01,8.47815575188874959e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.18492202179209635e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.18801393261127828e+01,3.79969925789403862e-01,-1.31669492207499461e+00,4.72549579212708437e+00,2.28904832967222449e-10,1.59949342584580425e-10,2.32442271567027760e-10,2.72169403797586089e-12
-1.42083333333333339e+00,2.41512672454791716e-01,-8.15651673137967381e-01,3.81475653368038348e-01,8.42533247575957667e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.16633495831896636e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.09872298947958313e+01,3.81475653279590599e-01,-1.31609239652712495e+00,4.69670461563305430e+00,2.27772716349130108e-10,1.59859909367353750e-10,2.31856865213698784e-10,2.76450589882150063e-12
-1.41666666666666674e+00,2.42521074635648676e-01,-8.14761810757566263e-01,3.82984457183994875e-01,8.37283831484521457e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.14788192954246690e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,7.01054123626042980e+01,3.82984457095364383e-01,-1.31548735521861082e+00,4.66809934186441655e+00,2.27035844528094027e-10,1.59793956657059527e-10,2.31420597344340131e-10,2.80843561332856597e-12
-1.41250000000000009e+00,2.43533687257920683e-01,-8.13866496479334067e-01,3.84496314556809160e-01,8.32067121857682501e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.12956233698117245e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.92345489436948469e+01,3.84496314468068423e-01,-1.31487978764524760e+00,4.63967886491498938e+00,2.25843941864693653e-10,1.59683507816839743e-10,2.30797366949331393e-10,2.85218942333196551e-12
-1.40833333333333344e+00,2.44550527901713388e-01,-8.12965698970078088e-01,3.86011202364368922e-01,8.26882914916904710e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.11137558829709983e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.83745035639528425e+01,3.86011202275442999e-01,-1.31426968325897198e+00,4.61144208609225270e+00,2.25152493521491058e-10,1.59612793577970619e-10,2.30371351031428378e-10,2.89724933854698369e-12
-1.40416666666666656e+00,2.45571614220535805e-01,-8.12059386760318969e-01,3.87529097128828326e-01,8.21731008152480946e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.09332109727677301e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.75251418394703649e+01,3.87529097039797155e-01,-1.31365703146767854e+00,4.58338791387136357e+00,2.23980067499510337e-10,1.59487677825113727e-10,2.29740610458087043e-10,2.94195737921115652e-12
-1.39999999999999991e+00,2.46596963941606490e-01,-8.11147528245517724e-01,3.89049975014472527e-01,8.16611200317216657e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.07539828378896457e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.66863310558129285e+01,3.89049974925266828e-01,-1.31304182163503613e+00,4.55551526384941230e+00,2.23251619630838633e-10,1.59404408153535267e-10,2.29291104313272279e-10,2.98833945679857953e-12
-1.39583333333333326e+00,2.47626594866161703e-01,-8.10230091685618548e-01,3.90573811825296546e-01,8.11523291417048220e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.05760657376624827e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.58579401470319254e+01,3.90573811735987098e-01,-1.31242404308030292e+00,4.52782305869985446e+00,2.22117902393823063e-10,1.59267424425212009e-10,2.28662153072583119e-10,3.03418919267972134e-12
-1.39166666666666661e+00,2.48660524869764171e-01,-8.09307045206253517e-01,3.92100583002880476e-01,8.06467082704612892e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.03994539916239044e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.50398396754118835e+01,3.92100582913412488e-01,-1.31180368507814138e+00,4.50031022812719872e+00,2.21324775573761594e-10,1.59166415849182928e-10,2.28176117231098891e-10,3.08140072843699380e-12
-1.38749999999999996e+00,2.49698771902613553e-01,-8.08378356798473030e-01,3.93630263623985288e-01,8.01442376670282464e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.02241419793193855e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.42319018110494682e+01,3.93630263534409996e-01,-1.31118073685843184e+00,4.47297570882187667e+00,2.20258628917888702e-10,1.59022284987469640e-10,2.27562004060017182e-10,3.12876563488883891e-12
-1.38333333333333330e+00,2.50741353989858029e-01,-8.07443994319802960e-01,3.95162828398411603e-01,7.96448977035425809e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.00501241398930495e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.34340003120384424e+01,3.95162828308701475e-01,-1.31055518760608525e+00,4.44581844441533658e+00,2.19363406713621504e-10,1.58896372360269121e-10,2.27020665377012998e-10,3.17681271456094556e-12
-1.37916666666666665e+00,2.51788289231907214e-01,-8.06503925494296392e-01,3.96698251666646684e-01,7.91486688744039046e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.98773949718394993e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.26460105046306381e+01,3.96698251576818817e-01,-1.30992702646085557e+00,4.41883738543532623e+00,2.18398224906986351e-10,1.58751117743153421e-10,2.26438778113118294e-10,3.22518709755868533e-12
-1.37500000000000000e+00,2.52839595804746464e-01,-8.05558117913293792e-01,3.98236507397667416e-01,7.86555317955498090e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.97059490326392998e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.18678092638154027e+01,3.98236507307738130e-01,-1.30929624251715215e+00,4.39203148926139253e+00,2.17358894991016122e-10,1.58590661340313069e-10,2.25818790065049756e-10,3.27406871639212396e-12
-1.37083333333333335e+00,2.53895291960252456e-01,-8.04606539035970680e-01,3.99777569186689163e-01,7.81654672037004339e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.95357809384324405e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.10992749940833235e+01,3.99777569096623542e-01,-1.30866282482384855e+00,4.36539972008057475e+00,2.16532967306894128e-10,1.58453794220379487e-10,2.25289332342757028e-10,3.32401916264059579e-12
-1.36666666666666670e+00,2.54955396026509962e-01,-8.03649156189619407e-01,4.01321410252858168e-01,7.76784559555605991e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.93668853637350895e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.03402876103556451e+01,4.01321410162728598e-01,-1.30802676238409399e+00,4.33894104884327891e+00,2.15340289651072705e-10,1.58251732678195007e-10,2.24582013795529199e-10,3.37355153610196215e-12
-1.36250000000000004e+00,2.56019926408130039e-01,-8.02685936570857517e-01,4.02868003437158451e-01,7.71944790271628190e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.91992570409982909e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.95907285193625498e+01,4.02868003346871173e-01,-1.30738804415512200e+00,4.31265445321938667e+00,2.14656879215118348e-10,1.58128129196181521e-10,2.24111314138088534e-10,3.42530788265175959e-12
-1.35833333333333339e+00,2.57088901586569718e-01,-8.01716847245362518e-01,4.04417321199960711e-01,7.67135175129940539e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.90328907604258148e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.88504806009103660e+01,4.04417321109617200e-01,-1.30674665904805809e+00,4.28653891755448591e+00,2.13472460571330145e-10,1.57909970320066548e-10,2.23391792919682661e-10,3.47567952454782434e-12
-1.35416666666666674e+00,2.58162340120452638e-01,-8.00741855149589399e-01,4.05969335619065619e-01,7.62355526254074434e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.88677813694372051e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.81194281898138740e+01,4.05969335528574671e-01,-1.30610259592772837e+00,4.26059343282638459e+00,2.12766853649724643e-10,1.57773104119451262e-10,2.22900943861444226e-10,3.52851249450593433e-12
-1.35000000000000009e+00,2.59240260645891507e-01,-7.99760927090375939e-01,4.07524018387203590e-01,7.57605656937381511e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.87039237725171710e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.73974570575920851e+01,4.07524018296660184e-01,-1.30545584361246503e+00,4.23481699660170463e+00,2.11609496657834769e-10,1.57541987011403482e-10,2.22179312239025902e-10,3.57991816561766201e-12
-1.34583333333333344e+00,2.60322681876811290e-01,-7.98774029746708081e-01,4.09081340810104999e-01,7.52885381637153017e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.85413129306624352e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.66844543948359600e+01,4.09081340719430142e-01,-1.30480639087391315e+00,4.20920861299274929e+00,2.10853909847505993e-10,1.57385566438165970e-10,2.21654833614964269e-10,3.63383692295712565e-12
-1.34166666666666656e+00,2.61409622605274561e-01,-7.97781129669492883e-01,4.10641273804026929e-01,7.48194515966085039e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.83799438612087132e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.59803087933859942e+01,4.10641273713298116e-01,-1.30415422643683532e+00,4.18376729261448332e+00,2.09750347831993252e-10,1.57147818220453755e-10,2.20944213743340620e-10,3.68669033593476598e-12
-1.33749999999999991e+00,2.62501101701807293e-01,-7.96782193283215756e-01,4.12203787893806461e-01,7.43532876686197675e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.82198116372917411e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.52849102290940877e+01,4.12203787802970345e-01,-1.30349933897891557e+00,4.15849205254174414e+00,2.08912241851326196e-10,1.56962734574282840e-10,2.20367010431009027e-10,3.74129756127224388e-12
-1.33333333333333326e+00,2.63597138115726770e-01,-7.95777186886022503e-01,4.13768853210459864e-01,7.38900281700763450e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.80609113876213873e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.45981500444946661e+01,4.13768853119561353e-01,-1.30284171713056396e+00,4.13338191626657458e+00,2.07890375816571771e-10,1.56726564758474182e-10,2.19684276027893226e-10,3.79562581541237819e-12
-1.32916666666666661e+00,2.64697750875470539e-01,-7.94766076651109099e-01,4.15336439489167764e-01,7.34296550047852303e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.79032382959912284e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.39199209319252120e+01,4.15336439398196200e-01,-1.30218134947471764e+00,4.10843591365576888e+00,2.06930852673182592e-10,1.56500447047577990e-10,2.19031019159543435e-10,3.85090961941801476e-12
-1.32499999999999996e+00,2.65802959088926594e-01,-7.93748828627299119e-01,4.16906516067010791e-01,7.29721501892910140e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.77467876009574420e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.32501169167066166e+01,4.16906515975959235e-01,-1.30151822454664412e+00,4.08365308090857582e+00,2.06028119038446881e-10,1.56276960392541925e-10,2.18398014171737165e-10,3.90695292135522624e-12
-1.32083333333333330e+00,2.66912781943765332e-01,-7.92725408739961224e-01,4.18479051880814079e-01,7.25174958521727131e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.75915545954446215e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.25886333405838613e+01,4.18479051789736933e-01,-1.30085233083374074e+00,4.05903246051454669e+00,2.04900503187501913e-10,1.55993612709821662e-10,2.17638482584992211e-10,3.96225577464861879e-12
-1.31666666666666665e+00,2.68027238707772564e-01,-7.91695782792317115e-01,4.20054015465107677e-01,7.20656742333880462e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.74375346262721483e-02,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,5.19353668454344657e+01,4.20054015373921341e-01,-1.30018365677533643e+00,4.03457310121159018e+00,2.04158069588861980e-10,1.55797782109150508e-10,2.17082405886359285e-10,4.02026477354274405e-12
