N,a,tau,rho,psi0,psi1,psi2,psi3,psi4,psi5,psi6,psi7,psi8,psi9,psi10,psi11,psi12,psi13,psi14,psi15,S,U,w,E,S_relative_error,rho_relative_error,potential_relative_error,friedmann_relative_error
-2.65416666666666679e+00,7.03574454468835625e-02,-9.35937745506127183e-01,9.42948371005616903e-02,5.35836080516406597e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.97604184876654349e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.87124209924573051e+03,9.42948370617206488e-02,-1.41878553273186991e+00,2.96562973950364999e+01,2.32193551923478457e-09,5.60482129638739919e-10,4.11910584974925517e-10,6.01075855174410376e-14
-2.64999999999999991e+00,7.06512130604295963e-02,-9.35796806440604367e-01,9.47896434239178659e-02,5.32497548786541870e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.96373114267609949e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.83557495703676250e+03,9.47896433849592518e-02,-1.41860927216374222e+00,2.94712959488877537e+01,2.31425883602072651e-09,5.57769700773959022e-10,4.11000745664775887e-10,6.08645859739844780e-14
-2.64583333333333348e+00,7.09462072593102372e-02,-9.35654982655942935e-01,9.52868358332741305e-02,5.29179817809472652e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.95149715674260676e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.80035087918019417e+03,9.52868357942081301e-02,-1.41843227564441388e+00,2.92874501286735693e+01,2.30507931473225737e-09,5.54536016420349412e-10,4.09983185074426441e-10,6.16311136284327431e-14
-2.64166666666666661e+00,7.12424331649600256e-02,-9.35512268605998898e-01,9.57864237597785412e-02,5.25882757987247231e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.93933941327858378e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.76556436185633538e+03,9.57864237205815205e-02,-1.41825454010102403e+00,2.91047527104450694e+01,2.29945757744155416e-09,5.52545792919107955e-10,4.09212695356582866e-10,6.24072882835718343e-14
-2.63750000000000018e+00,7.15398959201972162e-02,-9.35368658710044709e-01,9.62884166508606587e-02,5.22606240526834966e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.92725743756862022e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.73120996958822752e+03,9.62884166115356988e-02,-1.41807606244788165e+00,2.89231965155851434e+01,2.29282354990237888e-09,5.50166553088104602e-10,4.08408003152851299e-10,6.33291306684668839e-14
-2.63333333333333330e+00,7.18386006893132895e-02,-9.35224147352401336e-01,9.67928239695708958e-02,5.19350137438502131e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.91525075786357163e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.69728233442856526e+03,9.67928239301327764e-02,-1.41789683958641199e+00,2.87427744105233778e+01,2.28380073491760286e-09,5.46943949007877291e-10,4.07448794606089440e-10,6.39890653471120117e-14
-2.62916666666666687e+00,7.21385526581623526e-02,-9.35078728882196453e-01,9.72996551942778704e-02,5.16114321531360929e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.90331890536423187e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.66377615512632519e+03,9.72996551547165994e-02,-1.41771686840510247e+00,2.85634793064529511e+01,2.27642744179299249e-09,5.44309590230026716e-10,4.06592098018765314e-10,6.47949149578432601e-14
-2.62500000000000000e+00,7.24397570342514563e-02,-9.34932397613252308e-01,9.78089198187398479e-02,5.12898666406060784e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.89146141419435643e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.63068619627396993e+03,9.78089197790391746e-02,-1.41753614577944909e+00,2.83853041590492303e+01,2.27120743671837374e-09,5.42410550779439843e-10,4.05900335000899360e-10,6.58931034574962726e-14
-2.62083333333333313e+00,7.27422190468308139e-02,-9.34785147823895768e-01,9.83206273519520307e-02,5.09703046449225354e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.87967782138019152e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.59800728748333404e+03,9.83206273121313840e-02,-1.41735466857190140e+00,2.82082419681902437e+01,2.26253711682776806e-09,5.39272120637102856e-10,4.05008062586611841e-10,6.65800416509086123e-14
-2.61666666666666670e+00,7.30459439469845623e-02,-9.34636973756562517e-01,9.88347873173993779e-02,5.06527336832315456e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.86796766684649285e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.56573432261642347e+03,9.88347872774617692e-02,-1.41717243363180923e+00,2.80322857776788794e+01,2.25339957636235444e-09,5.35971048873513890e-10,4.04084532134549943e-10,6.74184990020650772e-14
-2.61249999999999982e+00,7.33509370077221334e-02,-9.34487869617646849e-01,9.93514092530181359e-02,5.03371413505162835e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.85633049339268913e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.53386225897086342e+03,9.93514092129328952e-02,-1.41698943779536668e+00,2.78574286749667444e+01,2.24932581961606672e-09,5.34475824798039937e-10,4.03469271345900672e-10,6.84140046035047518e-14
-2.60833333333333339e+00,7.36572035240695561e-02,-9.34337829577485790e-01,9.98705027115557170e-02,5.00235153186817882e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.84476584665902277e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.50238611644868161e+03,9.98705026713432725e-02,-1.41680567788555822e+00,2.76836637908800256e+01,2.24124431720993822e-09,5.31517431030259004e-10,4.02645860487046234e-10,6.91272007234760906e-14
-2.60416666666666652e+00,7.39647488131616043e-02,-9.34186847769811202e-01,1.00392077259370993e-01,4.97118433367449128e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.83327327513389982e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.47130097684608290e+03,1.00392077219037854e-01,-1.41662115071210293e+00,2.75109842993468305e+01,2.23204607235505106e-09,5.28161031088557383e-10,4.01756201517193529e-10,7.01479217651408786e-14
-2.60000000000000009e+00,7.42735782143338769e-02,-9.34034918291639094e-01,1.00916142476515994e-01,4.94021132301117305e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.82185233012721853e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.44060198305990843e+03,1.00916142436038678e-01,-1.41643585307139963e+00,2.73393834171264558e+01,2.22707667168563029e-09,5.26335908339753947e-10,4.01098525631135794e-10,7.10312791359520405e-14
-2.59583333333333321e+00,7.45836970892157225e-02,-9.33882035203219107e-01,1.01442707956996600e-01,4.90943128997497951e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.81050256573976220e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.41028433829394453e+03,1.01442707916383865e-01,-1.41624978174647054e+00,2.71688544035402195e+01,2.21987315981163001e-09,5.23669760796430357e-10,4.00351451879432329e-10,7.20797690844889636e-14
-2.59166666666666679e+00,7.48951108218231382e-02,-9.33728192527572998e-01,1.01971783307823957e-01,4.87884303221782432e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.79922353886310810e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.38034330535546951e+03,1.01971783267085822e-01,-1.41606293350690615e+00,2.69993905602041941e+01,2.21074986125316399e-09,5.20306959301519941e-10,3.99503997893564562e-10,7.28314815565368711e-14
-2.58749999999999991e+00,7.52078248186524023e-02,-9.33573384250296567e-01,1.02503378148838212e-01,4.84844535489330966e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.78801480915995958e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.35077420590822885e+03,1.02503378107960799e-01,-1.41587530510880866e+00,2.68309852307633179e+01,2.20434407666527413e-09,5.17941099241839763e-10,3.98790882022661911e-10,7.37486078552737350e-14
-2.58333333333333348e+00,7.55218445087737639e-02,-9.33417604319469074e-01,1.03037502112855825e-01,4.81823707058264148e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.77687593903677554e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.32157241971470694e+03,1.03037502071833126e-01,-1.41568689329473574e+00,2.66636318006276518e+01,2.19835915972692724e-09,5.15694880211654042e-10,3.98133672708184684e-10,7.46772746571120357e-14
-2.57916666666666661e+00,7.58371753439258944e-02,-9.33260846645343478e-01,1.03574164845166197e-01,4.78821699926290734e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.76580649363221737e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.29273338392875758e+03,1.03574164804011104e-01,-1.41549769479364440e+00,2.64973236967098025e+01,2.18948309828998103e-09,5.12375942682278980e-10,3.97349023282964983e-10,7.54557049233630068e-14
-2.57500000000000018e+00,7.61538227986103267e-02,-9.33103105100017927e-01,1.04113376002967786e-01,4.75838396827916199e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.75480604080701846e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.26425259240002288e+03,1.04113375961678259e-01,-1.41530770632083369e+00,2.63320543871644439e+01,2.18098809555049927e-09,5.09198325918126891e-10,3.96582350455283326e-10,7.65698118899429525e-14
-2.57083333333333330e+00,7.64717923701867114e-02,-9.32944373517276437e-01,1.04655145255312873e-01,4.72873681228366891e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.74387415112158967e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.23612559495522100e+03,1.04655145213866874e-01,-1.41511692457788785e+00,2.61678173811291970e+01,2.17662254330735886e-09,5.07527983336806060e-10,3.96024479499345672e-10,7.77000036031501541e-14
-2.56666666666666687e+00,7.67910895789680331e-02,-9.32784645692509407e-01,1.05199482283297188e-01,4.69927437316122720e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.73301039780841215e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.20834799667537345e+03,1.05199482241709344e-01,-1.41492534625261923e+00,2.60046062284673631e+01,2.16821020014934784e-09,5.04321686334908447e-10,3.95323659330188694e-10,7.85102758347627956e-14
-2.56250000000000000e+00,7.71117199683167137e-02,-9.32623915382175817e-01,1.05746396778859122e-01,4.66999550003937571e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.72221435677616802e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.18091545726170853e+03,1.05746396737132056e-01,-1.41473296801900994e+00,2.58424145195120865e+01,2.15902874942794893e-09,5.00824497697399788e-10,3.94595631948086841e-10,7.93286249240561235e-14
-2.55833333333333313e+00,7.74336891047405634e-02,-9.32462176303681112e-01,1.06295898444840220e-01,4.64089904922118848e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.71148560658492654e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.15382369033602845e+03,1.06295898402952019e-01,-1.41453978653715562e+00,2.56812358848123523e+01,2.15457381485885701e-09,4.99084742082954229e-10,3.94071660998303981e-10,8.04998789312019391e-14
-2.55416666666666670e+00,7.77570025779896201e-02,-9.32299422135339562e-01,1.06847996995306477e-01,4.61198388410429061e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.70082372841617230e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.12706846273732162e+03,1.06847996953266994e-01,-1.41434579845320618e+00,2.55210639948804641e+01,2.14688742999267836e-09,4.96101963822913653e-10,3.93451297212791115e-10,8.15134948978308186e-14
-2.54999999999999982e+00,7.80816660011531688e-02,-9.32135646515828475e-01,1.07402702154318061e-01,4.58324887519047266e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.69022830607671953e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.10064559391073999e+03,1.07402702112133167e-01,-1.41415100039930808e+00,2.53618925599410794e+01,2.13770670038511775e-09,4.92560173716801909e-10,3.92773120572503253e-10,8.21863744468821148e-14
-2.54583333333333339e+00,7.84076850107570805e-02,-9.31970843044027553e-01,1.07960023655872955e-01,4.55469290002639369e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.67969892597685910e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.07455095523990349e+03,1.07960023613528758e-01,-1.41395538899354567e+00,2.52037153296820122e+01,2.13210090012674680e-09,4.90373118465558948e-10,3.92221084948347214e-10,8.34001768797971015e-14
-2.54166666666666652e+00,7.87350652668618589e-02,-9.31805005278944609e-01,1.08519971244123603e-01,4.52631484313002659e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.66923517710315050e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.04878046937468434e+03,1.08519971201619964e-01,-1.41375896083988284e+00,2.50465260930064524e+01,2.12545296219810870e-09,4.87758077059373964e-10,3.91666520238045633e-10,8.42690585957385885e-14
-2.53750000000000009e+00,7.90638124531606451e-02,-9.31638126739295136e-01,1.09082554672521453e-01,4.49811359597694747e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.65883665101362682e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.02333010962161393e+03,1.09082554629866324e-01,-1.41356171252810370e+00,2.48903186777868690e+01,2.11642815121417968e-09,4.84238212044395044e-10,3.91035299579450186e-10,8.51465886580881933e-14
-2.53333333333333321e+00,7.93939322770782219e-02,-9.31470200903226297e-01,1.09647783703410481e-01,4.47008805696149096e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.64850294182358914e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.99819589931846781e+03,1.09647783660598422e-01,-1.41336364063375308e+00,2.47350869506203495e+01,2.10907780415089121e-09,4.81364438170181472e-10,3.90450750793393916e-10,8.62186630674845436e-14
-2.52916666666666679e+00,7.97254304698697402e-02,-9.31301221208187369e-01,1.10215668108072373e-01,4.44223713133337412e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.63823364618220724e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.97337391119449126e+03,1.10215668065092684e-01,-1.41316474171807815e+00,2.45808248165857037e+01,2.10384013836682561e-09,4.79272411315449843e-10,3.89959885074228624e-10,8.74923811016308391e-14
-2.52499999999999991e+00,8.00583127867205424e-02,-9.31131181050707579e-01,1.10786217666489661e-01,4.41455973114991238e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.62802836325496081e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.94886026675255448e+03,1.10786217623351807e-01,-1.41296501232796778e+00,2.44275262190018232e+01,2.09516461270208069e-09,4.75850252634084016e-10,3.89379250642417697e-10,8.84034452860768090e-14
-2.52083333333333348e+00,8.03925850068458320e-02,-9.30960073785948694e-01,1.11359442166399814e-01,4.38705477526580978e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.61788669472016755e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.92465113569182404e+03,1.11359442123105321e-01,-1.41276444899589260e+00,2.42751851391878510e+01,2.08602834873943462e-09,4.72256032208184988e-10,3.88781518345020637e-10,8.91306472634587020e-14
-2.51666666666666661e+00,8.07282529335912186e-02,-9.30787892727530153e-01,1.11935351403202696e-01,4.35972118927728403e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.60780824474839573e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.90074273529685252e+03,1.11935351359734800e-01,-1.41256304823984524e+00,2.41237955962246424e+01,2.08196167486509577e-09,4.70609947106416003e-10,3.88330365888056520e-10,9.04481935565474011e-14
-2.51250000000000018e+00,8.10653223945332346e-02,-9.30614631147506643e-01,1.12513955180353731e-01,4.33255790544274433e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.59779261997306521e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.87713132981400622e+03,1.12513955136720675e-01,-1.41236080656328000e+00,2.39733516467179442e+01,2.07387252911919357e-09,4.67382430207236622e-10,3.87801277175034185e-10,9.13891526201014226e-14
-2.50833333333333330e+00,8.14037992415807959e-02,-9.30440282275745711e-01,1.13095263307860627e-01,4.30556386269937974e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.58783942949704659e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.85381322991881893e+03,1.13095263264065410e-01,-1.41215772045505150e+00,2.38238473845628889e+01,2.06467426433738815e-09,4.63729810522139297e-10,3.87241836559608311e-10,9.23394567483466604e-14
-2.50416666666666687e+00,8.17436893510764540e-02,-9.30264839299799862e-01,1.13679285602340779e-01,4.27873800660044381e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.57794828486949923e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.83078479212061120e+03,1.13679285558372062e-01,-1.41195378638935409e+00,2.36752769407101589e+01,2.05971722107464247e-09,4.61729646701227663e-10,3.86778623209813556e-10,9.37048406164614952e-14
-2.50000000000000000e+00,8.20849986238988000e-02,-9.30088295364843165e-01,1.14266031887293784e-01,4.25207928924351535e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.56811880005930382e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.80804241816707486e+03,1.14266031843152857e-01,-1.41174900082566079e+00,2.35276344829334505e+01,2.05250256117905365e-09,4.58815694597855884e-10,3.86299640519936419e-10,9.46792006898825644e-14
-2.49583333333333313e+00,8.24277329855645641e-02,-9.29910643573148010e-01,1.14855511991901249e-01,4.22558666926987243e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.55835059145521926e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.78558255451678428e+03,1.14855511947592123e-01,-1.41154336020866111e+00,2.33809142155986116e+01,2.04337826635318317e-09,4.55156666330982088e-10,3.85781448896403474e-10,9.56632301653754798e-14
-2.49166666666666670e+00,8.27718983863316576e-02,-9.29731876983857619e-01,1.15447735750772232e-01,4.19925911181799876e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.54864327784880462e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,1.76340169177866892e+03,1.15447735706289231e-01,-1.41133686096820110e+00,2.32351103794340865e+01,2.03699037813688698e-09,4.52580184919529853e-10,3.85308558406841747e-10,9.68675996581371915e-14
